Token,POS,NE,Lemma,Language,Candidate,Anglicism_x,Anglicism_y,Adapted,Exist
descuartizada,ADJ,O,descuartizar,,True,,FALSE,,both
valijas,NOUN,O,valija,,True,,FALSE,,both
campiña,NOUN,O,campiña,,True,,FALSE,,both
zona,NOUN,O,zona,,True,,FALSE,,both
convirtió,VERB,O,convertir,,True,,FALSE,,both
suerte,NOUN,O,suerte,,True,,FALSE,,both
suerte,NOUN,I,suerte,Name Entity,False,False,FALSE,,both
justiciero,NOUN,O,justiciero,,True,,FALSE,,both
esa,DET,O,ese,DET,False,False,FALSE,,both
esa,DET,I,ese,DET,False,False,FALSE,,both
últimos,ADJ,O,último,Stop Word,False,False,FALSE,,both
últimos,ADJ,I,último,Stop Word,False,False,FALSE,,both
ido,AUX,O,ir,AUX,False,False,FALSE,,both
ido,VERB,O,ir,,True,,FALSE,,both
incubando,VERB,O,incubar,,True,,FALSE,,both
rabia,NOUN,O,rabiar,,True,,FALSE,,both
rabia,ADJ,O,rabiar,,True,,FALSE,,both
sentimientos,NOUN,O,sentimiento,,True,,FALSE,,both
racistas,ADJ,O,racista,,True,,FALSE,,both
oleada,NOUN,O,olear,,True,,FALSE,,both
migratoria,ADJ,O,migratorio,,True,,FALSE,,both
Estamos,AUX,O,Estamos,AUX,False,False,FALSE,,both
umbral,NOUN,O,umbral,,True,,FALSE,,both
estación,NOUN,O,estación,,True,,FALSE,,both
estación,NOUN,I,estación,Name Entity,False,False,FALSE,,both
neofascista,ADJ,O,neofascista,,True,,FALSE,,both
tonos,NOUN,O,tono,,True,,FALSE,,both
actitudes,NOUN,O,actitud,,True,,FALSE,,both
política,NOUN,O,político,,True,,FALSE,,both
política,ADJ,O,político,,True,,FALSE,,both
debe,AUX,O,deber,AUX,False,False,FALSE,,both
debe,VERB,O,deber,Stop Word,False,False,FALSE,,both
denunciarlo,VERB,O,denunciarlo,,True,,FALSE,,both
advirtió,VERB,O,advertir,,True,,FALSE,,both
Graziano,PROPN,B,Graziano,PROPN,False,False,FALSE,,both
Delrio,PROPN,I,Delrio,PROPN,False,False,FALSE,,both
Infraestructura,PROPN,O,Infraestructura,PROPN,False,False,FALSE,,both
Paolo,PROPN,B,Paolo,PROPN,False,False,FALSE,,both
Gentiloni,PROPN,I,Gentiloni,PROPN,False,False,FALSE,,both
histórico,ADJ,O,histórico,,True,,FALSE,,both
tragedia,NOUN,O,tragedia,,True,,FALSE,,both
vergüenza,NOUN,O,vergüenza,,True,,FALSE,,both
desastre,NOUN,O,desastre,,True,,FALSE,,both
guerra,NOUN,O,guerra,,True,,FALSE,,both
guerra,NOUN,B,guerra,Name Entity,False,False,FALSE,,both
volver,VERB,O,volver,,True,,FALSE,,both
ideología,NOUN,O,ideología,,True,,FALSE,,both
totalmente,ADV,O,totalmente,ADV,False,False,FALSE,,both
derrotada,ADJ,O,derrotar,,True,,FALSE,,both
Quien,PRON,B,Quien,PRON,False,False,FALSE,,both
justifica,VERB,O,justificar,,True,,FALSE,,both
episodios,NOUN,O,episodio,,True,,FALSE,,both
abre,VERB,O,abrir,,True,,FALSE,,both
puertas,NOUN,O,puerta,,True,,FALSE,,both
retorno,NOUN,O,retornar,,True,,FALSE,,both
alertó,VERB,O,alertar,,True,,FALSE,,both
entrevista,NOUN,O,entrevistar,,True,,FALSE,,both
Repubblica,PROPN,I,Repubblica,PROPN,False,False,FALSE,,both
gobernó,VERB,O,gobernar,,True,,FALSE,,both
durante,ADP,O,durante,ADP,False,False,FALSE,,both
20,NUM,O,20,NUM,False,False,FALSE,,both
partir,NOUN,O,partir,Stop Word,False,False,FALSE,,both
partir,NOUN,I,partir,Stop Word,False,False,FALSE,,both
1922,NOUN,O,1922,,True,,FALSE,,both
asoma,VERB,O,asomar,,True,,FALSE,,both
cambiada,ADJ,O,cambiar,,True,,FALSE,,both
superficial,ADJ,O,superficial,,True,,FALSE,,both
pesadilla,NOUN,O,pesadilla,,True,,FALSE,,both
Había,AUX,B,Había,AUX,False,False,FALSE,,both
analfabetas,NOUN,O,analfabeto,,True,,FALSE,,both
época,NOUN,O,época,,True,,FALSE,,both
sigue,AUX,O,seguir,AUX,False,False,FALSE,,both
habiendo,AUX,O,haber,AUX,False,False,FALSE,,both
Ve,VERB,B,Ve,Name Entity,False,False,FALSE,,both
turistas,NOUN,O,turista,,True,,FALSE,,both
turistas,NOUN,O,turista,,True,,TRUE,True,both
romanos,NOUN,O,romano,,True,,FALSE,,both
paseando,VERB,O,pasear,,True,,FALSE,,both
ojotas,NOUN,O,ojotas,,True,,FALSE,,both
bermudas,ADJ,O,bermudas,,True,,FALSE,,both
disgustado,ADJ,O,disgustar,,True,,FALSE,,both
Chancletas,PROPN,B,Chancletas,PROPN,False,False,FALSE,,both
pantorrillas,NOUN,O,pantorrilla,,True,,FALSE,,both
desnudas,ADJ,O,desnudo,,True,,FALSE,,both
Estoy,VERB,I,Estoy,Stop Word,False,False,FALSE,,both
Estoy,AUX,B,Estoy,AUX,False,False,FALSE,,both
Addis,PROPN,I,Addis,PROPN,False,False,FALSE,,both
Abeba,PROPN,I,Abeba,PROPN,False,False,FALSE,,both
Dónde,PRON,O,Dónde,PRON,False,False,FALSE,,both
terminó,VERB,O,terminar,,True,,FALSE,,both
Imperio,PROPN,B,Imperio,PROPN,False,False,FALSE,,both
Cuando,SCONJ,O,Cuando,SCONJ,False,False,FALSE,,both
Cuando,SCONJ,B,Cuando,SCONJ,False,False,FALSE,,both
intentan,VERB,O,intentar,Stop Word,False,False,FALSE,,both
explicarle,VERB,O,explicarle,,True,,FALSE,,both
cómo,PRON,O,cómo,PRON,False,False,FALSE,,both
funciona,VERB,O,funcionar,,True,,FALSE,,both
Internet,PROPN,B,Internet,PROPN,False,False,FALSE,,both
Internet,PROPN,B,Internet,PROPN,False,False,TRUE,False,both
Internet,PROPN,I,Internet,PROPN,False,False,FALSE,,both
Internet,PROPN,I,Internet,PROPN,False,False,TRUE,False,both
frente,NOUN,O,frente,,True,,FALSE,,both
frente,ADV,O,frente,ADV,False,False,FALSE,,both
computadora,NOUN,O,computador,,True,,FALSE,,both
queja,VERB,O,quejar,,True,,FALSE,,both
anglicismos,NOUN,O,anglicismo,,True,,FALSE,,both
anglicismos,NOUN,I,anglicismo,Name Entity,False,False,FALSE,,both
lengua,NOUN,O,lengua,,True,,FALSE,,both
Mouse,PROPN,I,Mouse,PROPN,False,False,TRUE,False,both
llaman,VERB,I,llamar,Name Entity,False,False,FALSE,,both
simplemente,ADV,I,simplemente,ADV,False,False,FALSE,,both
simplemente,ADV,O,simplemente,ADV,False,False,FALSE,,both
ratón,NOUN,I,ratón,Name Entity,False,False,FALSE,,both
espantado,ADJ,O,espantar,,True,,FALSE,,both
Mi,DET,B,Mi,DET,False,False,FALSE,,both
Mi,DET,O,Mi,DET,False,False,FALSE,,both
quien,PRON,O,quien,PRON,False,False,FALSE,,both
queríamos,VERB,O,querer,,True,,FALSE,,both
juzgar,VERB,O,juzgar,,True,,FALSE,,both
sino,CONJ,O,sino,CONJ,False,False,FALSE,,both
hoy,ADV,O,hoy,ADV,False,False,FALSE,,both
Miniero,PROPN,I,Miniero,PROPN,False,False,FALSE,,both
Miniero,ADV,B,Miniero,ADV,False,False,FALSE,,both
director,NOUN,O,director,,True,,FALSE,,both
uno,PRON,O,unir,PRON,False,False,FALSE,,both
uno,PRON,I,unir,PRON,False,False,FALSE,,both
ríe,VERB,O,reír,,True,,FALSE,,both
avergüenza,VERB,O,avergonzar,,True,,FALSE,,both
nos,PRON,I,no,PRON,False,False,FALSE,,both
nos,PRON,O,no,PRON,False,False,FALSE,,both
alien,NOUN,O,alien,,True,,FALSE,,both
miedo,NOUN,O,miedo,,True,,FALSE,,both
hacer,AUX,O,hacer,AUX,False,False,FALSE,,both
hacer,VERB,O,hacer,Stop Word,False,False,FALSE,,both
poder,NOUN,O,poder,Stop Word,False,False,FALSE,,both
poder,AUX,O,poder,AUX,False,False,FALSE,,both
nosotros,PRON,O,nosotros,PRON,False,False,FALSE,,both
forma,VERB,O,formar,,True,,FALSE,,both
forma,NOUN,O,formar,,True,,FALSE,,both
nuestro,DET,O,nuestro,DET,False,False,FALSE,,both
nuestro,DET,I,nuestro,DET,False,False,FALSE,,both
paisaje,NOUN,O,paisaje,,True,,FALSE,,both
moral,ADJ,O,moral,,True,,FALSE,,both
Además,ADV,B,Además,ADV,False,False,FALSE,,both
distantes,NOUN,O,distante,,True,,FALSE,,both
figura,NOUN,O,figurar,,True,,FALSE,,both
dictador,NOUN,O,dictador,,True,,FALSE,,both
alemanes,NOUN,O,alemán,,True,,FALSE,,both
puntualiza,VERB,O,puntualizar,,True,,FALSE,,both
imaginó,VERB,O,imaginar,,True,,FALSE,,both
estrenarí,VERB,O,estrenarí,,True,,FALSE,,both
período,NOUN,O,período,,True,,FALSE,,both
rojo,NOUN,O,rojo,,True,,FALSE,,both
vivo,ADJ,O,vivir,,True,,FALSE,,both
tendría,VERB,O,tener,,True,,FALSE,,both
semejante,ADJ,O,semejante,,True,,FALSE,,both
repercusión,NOUN,O,repercusión,,True,,FALSE,,both
sé,VERB,O,ser,Stop Word,False,False,FALSE,,both
listos,ADJ,O,listo,,True,,FALSE,,both
populismo,NOUN,O,populismo,,True,,FALSE,,both
espero,VERB,I,esperar,Name Entity,False,False,FALSE,,both
haga,VERB,O,hacer,,True,,FALSE,,both
reflexionar,VERB,O,reflexionar,,True,,FALSE,,both
ARTICLE0010,INTJ,B,ARTICLE0010,INTJ,False,False,FALSE,,both
boom,PROPN,I,boom,PROPN,False,False,TRUE,False,both
boom,NOUN,O,boom,,True,,TRUE,False,both
glamping,NOUN,I,glamping,Name Entity,False,False,TRUE,False,both
glamping,NOUN,O,glamping,,True,,TRUE,False,both
acapara,VERB,O,acaparar,,True,,FALSE,,both
Esta,DET,O,Esta,DET,False,False,FALSE,,both
Esta,PRON,B,Esta,PRON,False,False,FALSE,,both
Esta,DET,B,Esta,DET,False,False,FALSE,,both
modalidad,NOUN,O,modalidad,,True,,FALSE,,both
modalidad,NOUN,I,modalidad,Name Entity,False,False,FALSE,,both
alojamiento,NOUN,O,alojamiento,,True,,FALSE,,both
nace,VERB,O,nacer,,True,,FALSE,,both
unión,NOUN,O,unión,,True,,FALSE,,both
camping,NOUN,O,camping,,True,,TRUE,False,both
camping,NOUN,O,camping,,True,,TRUE,True,both
glamour,NOUN,O,glamour,,True,,TRUE,False,both
glamour,NOUN,O,glamour,,True,,French,,both
redefine,VERB,O,redefinir,,True,,FALSE,,both
vacaciones,NOUN,O,vacación,,True,,FALSE,,both
naturales,ADJ,O,natural,,True,,FALSE,,both
Uno,PRON,B,Uno,PRON,False,False,FALSE,,both
domos,NOUN,I,domo,Name Entity,False,False,FALSE,,both
Craftycamping,PROPN,I,Craftycamping,PROPN,False,False,FALSE,,both
región,NOUN,O,región,,True,,FALSE,,both
inglesa,ADJ,O,inglés,,True,,FALSE,,both
Dorset,PROPN,B,Dorset,PROPN,False,False,FALSE,,both
Crédito,PROPN,I,Crédito,PROPN,False,False,FALSE,,both
Crédito,NOUN,I,Crédito,Name Entity,False,False,FALSE,,both
Crédito,NOUN,B,Crédito,Name Entity,False,False,FALSE,,both
Gentileza,PROPN,B,Gentileza,PROPN,False,False,FALSE,,both
Crafty,PROPN,I,Crafty,PROPN,False,False,FALSE,,both
Camping,PROPN,I,Camping,PROPN,False,False,FALSE,,both
LONDRES,PROPN,B,LONDRES,PROPN,False,False,FALSE,,both
bolsa,NOUN,I,bolsa,Name Entity,False,False,FALSE,,both
dormir,VERB,I,dormir,Name Entity,False,False,FALSE,,both
dormir,VERB,O,dormir,,True,,FALSE,,both
ni,CONJ,O,ni,CONJ,False,False,FALSE,,both
ni,CONJ,I,ni,CONJ,False,False,FALSE,,both
garrafa,NOUN,O,garrafa,,True,,FALSE,,both
portátil,ADJ,O,portátil,,True,,FALSE,,both
cocinar,VERB,O,cocinar,,True,,FALSE,,both
Se,PRON,B,Se,PRON,False,False,FALSE,,both
Se,PRON,O,Se,PRON,False,False,FALSE,,both
terminaron,VERB,I,terminar,Name Entity,False,False,FALSE,,both
horas,NOUN,I,hora,Stop Word,False,False,FALSE,,both
horas,NOUN,O,hora,Stop Word,False,False,FALSE,,both
ingenio,NOUN,I,ingeniar,Name Entity,False,False,FALSE,,both
desperdiciadas,ADJ,O,desperdiciar,,True,,FALSE,,both
dilucidar,AUX,O,dilucidar,AUX,False,False,FALSE,,both
armar,AUX,O,armar,AUX,False,False,FALSE,,both
armar,VERB,O,armar,,True,,FALSE,,both
carpa,NOUN,O,carpir,,True,,FALSE,,both
nueva,ADJ,O,nuevo,Stop Word,False,False,FALSE,,both
manera,NOUN,O,manera,Stop Word,False,False,FALSE,,both
experimentar,VERB,O,experimentar,,True,,FALSE,,both
naturaleza,NOUN,O,naturaleza,,True,,FALSE,,both
popular,ADJ,O,popular,,True,,FALSE,,both
popular,ADJ,I,popular,Name Entity,False,False,FALSE,,both
entre,ADP,O,entrar,ADP,False,False,FALSE,,both
entre,ADP,I,entrar,ADP,False,False,FALSE,,both
británicos,NOUN,O,británico,,True,,FALSE,,both
británicos,ADJ,O,británico,,True,,FALSE,,both
Aunque,SCONJ,B,Aunque,SCONJ,False,False,FALSE,,both
Aunque,SCONJ,O,Aunque,SCONJ,False,False,FALSE,,both
esta,DET,I,este,DET,False,False,FALSE,,both
esta,DET,O,este,DET,False,False,FALSE,,both
novedad,NOUN,O,novedad,,True,,FALSE,,both
sí,PRON,O,sí,PRON,False,False,FALSE,,both
sí,ADV,I,sí,ADV,False,False,FALSE,,both
sí,ADV,O,sí,ADV,False,False,FALSE,,both
interesante,ADJ,O,interesante,,True,,FALSE,,both
comenzó,AUX,O,comenzar,AUX,False,False,FALSE,,both
comenzó,VERB,I,comenzar,Name Entity,False,False,FALSE,,both
transformarse,VERB,O,transformarse,,True,,FALSE,,both
algo,PRON,O,algo,PRON,False,False,FALSE,,both
masivo,ADJ,O,masivo,,True,,FALSE,,both
hábitos,NOUN,O,hábito,,True,,FALSE,,both
ponen,VERB,O,poner,,True,,FALSE,,both
moda,NOUN,O,moda,,True,,FALSE,,both
Gran,ADJ,B,Gran,Stop Word,False,False,FALSE,,both
Bretaña,PROPN,I,Bretaña,PROPN,False,False,FALSE,,both
suelen,AUX,O,soler,AUX,False,False,FALSE,,both
adoptarse,VERB,O,adoptarse,,True,,FALSE,,both
luego,ADV,O,luego,ADV,False,False,FALSE,,both
resto,NOUN,O,restar,,True,,FALSE,,both
Europa,PROPN,B,Europa,PROPN,False,False,FALSE,,both
Estas,DET,B,Estas,DET,False,False,FALSE,,both
carpas,NOUN,O,carpir,,True,,FALSE,,both
boutique,NOUN,O,boutique,,True,,TRUE,False,both
boutique,ADJ,O,boutique,,True,,TRUE,False,both
apuntan,AUX,O,apuntar,AUX,False,False,FALSE,,both
generar,VERB,O,generar,,True,,FALSE,,both
generar,VERB,I,generar,Name Entity,False,False,FALSE,,both
experiencia,NOUN,O,experiencia,,True,,FALSE,,both
experiencia,NOUN,I,experiencia,Name Entity,False,False,FALSE,,both
inmersión,NOUN,O,inmersión,,True,,FALSE,,both
total,ADJ,O,total,Stop Word,False,False,FALSE,,both
total,NOUN,O,total,Stop Word,False,False,FALSE,,both
comodidad,NOUN,O,comodidad,,True,,FALSE,,both
hotel,NOUN,O,hotel,,True,,FALSE,,both
alta,ADJ,O,alto,,True,,FALSE,,both
gama,NOUN,O,gama,,True,,FALSE,,both
Las,PRON,B,Las,PRON,False,False,FALSE,,both
Las,DET,B,Las,DET,False,False,FALSE,,both
Las,DET,O,Las,DET,False,False,FALSE,,both
casitas,NOUN,O,casita,,True,,FALSE,,both
arriba,ADV,O,arribar,ADV,False,False,FALSE,,both
árboles,NOUN,O,árbol,,True,,FALSE,,both
cápsulas,NOUN,O,cápsula,,True,,FALSE,,both
vidrio,NOUN,O,vidriar,,True,,FALSE,,both
insertadas,ADJ,O,insertar,,True,,FALSE,,both
paisajes,NOUN,O,paisaje,,True,,FALSE,,both
fastuosos,ADJ,O,fastuoso,,True,,FALSE,,both
iglús,VERB,O,iglú,,True,,FALSE,,both
hielo,NOUN,O,helar,,True,,FALSE,,both
terrazas,NOUN,O,terraza,,True,,FALSE,,both
preparadas,ADJ,O,preparar,,True,,FALSE,,both
bajo,ADP,O,bajar,ADP,False,False,FALSE,,both
estrellas,NOUN,O,estrellar,,True,,FALSE,,both
quedan,VERB,I,quedar,Name Entity,False,False,FALSE,,both
atrás,ADV,I,atrás,ADV,False,False,FALSE,,both
tiendas,NOUN,O,tienda,,True,,FALSE,,both
inspiradas,ADJ,O,inspirar,,True,,FALSE,,both
safaris,NOUN,O,safari,,True,,FALSE,,both
África,PROPN,B,África,PROPN,False,False,FALSE,,both
similares,ADJ,O,similar,,True,,FALSE,,both
podrían,AUX,O,poder,AUX,False,False,FALSE,,both
utilizar,VERB,O,utilizar,,True,,FALSE,,both
beduinos,NOUN,O,beduino,,True,,FALSE,,both
Sahara,PROPN,B,Sahara,PROPN,False,False,FALSE,,both
Con,ADP,O,Con,ADP,False,False,FALSE,,both
Con,ADP,B,Con,ADP,False,False,FALSE,,both
familia,NOUN,O,familia,,True,,FALSE,,both
hemos,AUX,O,hemo,AUX,False,False,FALSE,,both
varias,DET,O,varios,DET,False,False,FALSE,,both
varias,PRON,O,varios,PRON,False,False,FALSE,,both
veces,NOUN,O,vez,Stop Word,False,False,FALSE,,both
Martina,PROPN,B,Martina,PROPN,False,False,FALSE,,both
Florez,PROPN,I,Florez,PROPN,False,False,FALSE,,both
Argentina,PROPN,B,Argentina,PROPN,False,False,FALSE,,both
Argentina,PROPN,I,Argentina,PROPN,False,False,FALSE,,both
hijas,NOUN,O,hijo,,True,,FALSE,,both
vive,VERB,O,vivir,,True,,FALSE,,both
Londres,PROPN,B,Londres,PROPN,False,False,FALSE,,both
10,NUM,O,10,NUM,False,False,FALSE,,both
perfecto,ADJ,O,perfecto,,True,,FALSE,,both
ir,VERB,O,ir,Stop Word,False,False,FALSE,,both
ir,NOUN,I,ir,Stop Word,False,False,FALSE,,both
vivís,VERB,O,vivir,,True,,FALSE,,both
aventura,NOUN,O,aventurar,,True,,FALSE,,both
cercanía,VERB,O,cercanía,,True,,FALSE,,both
ofrece,VERB,O,ofrecer,,True,,FALSE,,both
electricidad,NOUN,O,electricidad,,True,,FALSE,,both
conexión,NOUN,O,conexión,,True,,FALSE,,both
todas,DET,O,todo,DET,False,False,FALSE,,both
todas,DET,I,todo,DET,False,False,FALSE,,both
comodidades,NOUN,O,comodidad,,True,,FALSE,,both
Dormís,NOUN,B,Dormís,Name Entity,False,False,FALSE,,both
cama,NOUN,O,cama,,True,,FALSE,,both
tenés,NOUN,O,tenés,,True,,FALSE,,both
tu,DET,O,tu,DET,False,False,FALSE,,both
propio,DET,O,propio,DET,False,False,FALSE,,both
baño,NOUN,O,bañar,,True,,FALSE,,both
agua,NOUN,O,aguar,,True,,FALSE,,both
caliente,ADJ,O,calentar,,True,,FALSE,,both
ventaja,NOUN,O,ventaja,,True,,FALSE,,both
tener,AUX,O,tener,AUX,False,False,FALSE,,both
tener,VERB,O,tener,Stop Word,False,False,FALSE,,both
tener,VERB,I,tener,Stop Word,False,False,FALSE,,both
desarmar,VERB,O,desarmar,,True,,FALSE,,both
Pero,CONJ,O,Pero,CONJ,False,False,FALSE,,both
Pero,CONJ,B,Pero,CONJ,False,False,FALSE,,both
2,NUM,O,2,NUM,False,False,FALSE,,both
0,NUM,O,0,NUM,False,False,FALSE,,both
aún,ADV,O,aun,ADV,False,False,FALSE,,both
aún,ADV,I,aun,ADV,False,False,FALSE,,both
prearmada,ADJ,O,prearmado,,True,,FALSE,,both
han,AUX,O,haber,AUX,False,False,FALSE,,both
agregado,VERB,O,agregar,,True,,FALSE,,both
king,ADJ,O,king,,True,,TRUE,False,both
size,NOUN,O,size,,True,,TRUE,False,both
ducha,NOUN,O,duchar,,True,,FALSE,,both
amenities,NOUN,I,amenities,Name Entity,False,False,TRUE,False,both
encuentran,VERB,I,encontrar,Name Entity,False,False,FALSE,,both
encuentran,VERB,O,encontrar,,True,,FALSE,,both
lugares,NOUN,I,lugar,Name Entity,False,False,FALSE,,both
exceden,VERB,I,exceder,Name Entity,False,False,FALSE,,both
tradicional,ADJ,O,tradicional,,True,,FALSE,,both
supuesto,NOUN,O,suponer,Stop Word,False,False,FALSE,,both
abundan,VERB,O,abundar,,True,,FALSE,,both
ideados,ADJ,O,idear,,True,,FALSE,,both
única,ADJ,O,único,,True,,FALSE,,both
encantadora,ADJ,O,encantador,,True,,FALSE,,both
van,VERB,O,ir,Stop Word,False,False,FALSE,,both
van,AUX,O,ir,AUX,False,False,FALSE,,both
cocinas,NOUN,O,cocinar,,True,,FALSE,,both
leña,NOUN,O,leña,,True,,FALSE,,both
fin,NOUN,O,fin,Stop Word,False,False,FALSE,,both
velas,NOUN,O,velar,,True,,FALSE,,both
portavelas,NOUN,O,portavelas,,True,,FALSE,,both
candelabros,NOUN,O,candelabro,,True,,FALSE,,both
anglosajones,NOUN,O,anglosajón,,True,,FALSE,,both
pinches,ADJ,O,pinche,,True,,FALSE,,both
calentar,VERB,O,calentar,,True,,FALSE,,both
malvaviscos,ADJ,O,malvavisco,,True,,FALSE,,both
fogata,NOUN,O,fogata,,True,,FALSE,,both
adornos,NOUN,O,adorno,,True,,FALSE,,both
típicas,ADJ,O,típico,,True,,FALSE,,both
estampas,NOUN,O,estampar,,True,,FALSE,,both
florales,ADJ,O,floral,,True,,FALSE,,both
Cath,PROPN,B,Cath,PROPN,False,False,FALSE,,both
Kidston,PROPN,I,Kidston,PROPN,False,False,FALSE,,both
olvidarnos,NOUN,O,olvidarnos,,True,,FALSE,,both
tazas,NOUN,O,taza,,True,,FALSE,,both
platos,NOUN,O,plato,,True,,FALSE,,both
melamina,NOUN,O,melamina,,True,,FALSE,,both
infaltables,ADJ,O,infaltables,,True,,FALSE,,both
huevos,NOUN,O,huevo,,True,,FALSE,,both
frescos,ADJ,O,fresco,,True,,FALSE,,both
buscar,VERB,O,buscar,,True,,FALSE,,both
gallinero,NOUN,O,gallinero,,True,,FALSE,,both
mañana,NOUN,O,mañana,,True,,FALSE,,both
Hoy,ADV,B,Hoy,ADV,False,False,FALSE,,both
Brexit,PROPN,B,Brexit,PROPN,False,False,FALSE,,both
libra,NOUN,O,librar,,True,,FALSE,,both
débil,ADJ,O,débil,,True,,FALSE,,both
dado,VERB,O,dar,Stop Word,False,False,FALSE,,both
lugar,NOUN,O,lugar,Stop Word,False,False,FALSE,,both
este,DET,O,este,DET,False,False,FALSE,,both
este,DET,I,este,DET,False,False,FALSE,,both
estime,VERB,O,estimar,,True,,FALSE,,both
cifras,NOUN,O,cifrar,,True,,FALSE,,both
oficiales,ADJ,O,oficial,,True,,FALSE,,both
record,NOUN,O,record,,True,,TRUE,False,both
veraneando,VERB,O,veranear,,True,,FALSE,,both
isla,NOUN,O,isla,,True,,FALSE,,both
cuales,PRON,O,cual,PRON,False,False,FALSE,,both
espera,VERB,O,esperar,,True,,FALSE,,both
5,NUM,O,5,NUM,False,False,FALSE,,both
durmiendo,VERB,O,dormir,,True,,FALSE,,both
Para,ADP,B,Para,ADP,False,False,FALSE,,both
Para,ADP,O,Para,ADP,False,False,FALSE,,both
glampinero,NOUN,I,glampinero,Name Entity,False,False,TRUE,True,both
alternativa,NOUN,O,alternativo,,True,,FALSE,,both
viajes,NOUN,O,viaje,,True,,FALSE,,both
viajes,NOUN,I,viaje,Name Entity,False,False,FALSE,,both
Continental,PROPN,I,Continental,PROPN,False,False,FALSE,,both
describe,VERB,O,describir,,True,,FALSE,,both
reciente,ADJ,O,recentar,,True,,FALSE,,both
investigación,NOUN,O,investigación,,True,,FALSE,,both
Pragma,PROPN,B,Pragma,PROPN,False,False,FALSE,,both
Una,DET,B,Una,DET,False,False,FALSE,,both
Una,DET,I,Una,DET,False,False,FALSE,,both
conspicua,ADJ,O,conspicuo,,True,,FALSE,,both
franja,NOUN,O,franja,,True,,FALSE,,both
veraneantes,NOUN,O,veraneante,,True,,FALSE,,both
busca,NOUN,O,buscar,,True,,FALSE,,both
busca,VERB,O,buscar,,True,,FALSE,,both
busca,VERB,I,buscar,Name Entity,False,False,FALSE,,both
experiencias,NOUN,O,experiencia,,True,,FALSE,,both
auténticas,ADJ,O,auténtico,,True,,FALSE,,both
tiempos,NOUN,O,tiempo,,True,,FALSE,,both
tiempos,NOUN,I,tiempo,Name Entity,False,False,FALSE,,both
viaje,NOUN,O,viajar,,True,,FALSE,,both
viaje,NOUN,I,viajar,Name Entity,False,False,FALSE,,both
cortos,ADJ,O,corto,,True,,FALSE,,both
Un,DET,O,Un,DET,False,False,FALSE,,both
Un,DET,B,Un,DET,False,False,FALSE,,both
aspecto,NOUN,O,aspecto,,True,,FALSE,,both
atrayendo,VERB,O,atraer,,True,,FALSE,,both
nuevo,ADJ,O,nuevo,Stop Word,False,False,FALSE,,both
grupo,NOUN,O,grupo,,True,,FALSE,,both
vacacionar,VERB,O,vacacionar,,True,,FALSE,,both
aire,NOUN,O,aire,,True,,FALSE,,both
libre,ADJ,O,librar,,True,,FALSE,,both
libre,ADJ,I,librar,Name Entity,False,False,FALSE,,both
consideró,VERB,O,considerar,Stop Word,False,False,FALSE,,both
hará,VERB,O,hacer,,True,,FALSE,,both
comenta,VERB,O,comentar,,True,,FALSE,,both
Sarah,PROPN,B,Sarah,PROPN,False,False,FALSE,,both
Riley,PROPN,I,Riley,PROPN,False,False,FALSE,,both
Riley,PROPN,B,Riley,PROPN,False,False,FALSE,,both
experta,NOUN,O,experto,,True,,FALSE,,both
independiente,ADJ,O,independiente,,True,,FALSE,,both
asesora,VERB,O,asesorar,,True,,FALSE,,both
emprendedores,NOUN,O,emprendedor,,True,,FALSE,,both
quieren,VERB,O,querer,,True,,FALSE,,both
quieren,VERB,I,querer,Name Entity,False,False,FALSE,,both
incursionar,VERB,O,incursionar,,True,,FALSE,,both
industria,NOUN,O,industriar,,True,,FALSE,,both
originalidad,NOUN,O,originalidad,,True,,FALSE,,both
propuesta,NOUN,O,proponer,,True,,FALSE,,both
propuesta,ADJ,O,proponer,,True,,FALSE,,both
propuesta,NOUN,I,proponer,Name Entity,False,False,FALSE,,both
formas,NOUN,O,formar,,True,,FALSE,,both
tipis,VERB,O,tipis,,True,,TRUE,True,both
iguales,ADJ,O,igualar,,True,,FALSE,,both
tantas,DET,O,tanto,DET,False,False,FALSE,,both
visto,VERB,O,vestir,,True,,FALSE,,both
películas,NOUN,O,película,,True,,FALSE,,both
americanas,ADJ,O,americano,,True,,FALSE,,both
cowboys,NOUN,O,cowboy,,True,,TRUE,False,both
Boing,PROPN,B,Boing,PROPN,False,False,FALSE,,both
767,NUM,I,767,NUM,False,False,FALSE,,both
retirado,ADJ,O,retirar,,True,,FALSE,,both
podemos,AUX,O,poder,AUX,False,False,FALSE,,both
encontrar,VERB,O,encontrar,,True,,FALSE,,both
Irlanda,PROPN,B,Irlanda,PROPN,False,False,FALSE,,both
Esto,PRON,B,Esto,PRON,False,False,FALSE,,both
entusiasma,VERB,O,entusiasmar,,True,,FALSE,,both
turista,NOUN,O,turista,,True,,FALSE,,both
turista,NOUN,O,turista,,True,,TRUE,True,both
quiera,VERB,O,querer,,True,,FALSE,,both
Probablemente,ADV,O,Probablemente,ADV,False,False,FALSE,,both
extravagante,ADJ,O,extravagante,,True,,FALSE,,both
remonte,VERB,O,remontar,,True,,FALSE,,both
1520,NUM,O,1520,NUM,False,False,FALSE,,both
norte,NOUN,O,norte,,True,,FALSE,,both
Francia,PROPN,B,Francia,PROPN,False,False,FALSE,,both
motivo,NOUN,O,motivar,,True,,FALSE,,both
