Token,Language,POS,NE,Lemma,Anglicism
"""",PUNCT,PUNCT,O,"""",No
Es,AUX,AUX,O,Es,No
perfecto,,ADJ,O,perfecto,
para,ADP,ADP,O,parir,No
ir,Stop Word,VERB,O,ir,No
con,ADP,ADP,O,con,No
niños,,NOUN,O,niño,
pequeños,,ADJ,O,pequeño,
porque,SCONJ,SCONJ,O,porque,No
vivís,,VERB,O,vivir,
la,DET,DET,O,lo,No
aventura,,NOUN,O,aventurar,
y,CONJ,CONJ,O,y,No
cercanía,,VERB,O,cercanía,
con,ADP,ADP,O,con,No
la,DET,DET,O,lo,No
naturaleza,,NOUN,O,naturaleza,
que,PRON,PRON,O,que,No
ofrece,,VERB,O,ofrecer,
el,DET,DET,O,el,No
camping,,NOUN,O,camping,
-,PUNCT,PUNCT,O,-,No
sin,ADP,ADP,O,sin,No
electricidad,,NOUN,O,electricidad,
ni,CONJ,CONJ,O,ni,No
conexión,,NOUN,O,conexión,
a,ADP,ADP,O,a,No
Internet,PROPN,PROPN,B,Internet,No
-,PUNCT,PUNCT,O,-,No
",",PUNCT,PUNCT,O,",",No
pero,CONJ,CONJ,O,pero,No
con,ADP,ADP,O,con,No
todas,DET,DET,O,todo,No
las,DET,DET,O,los,No
comodidades,,NOUN,O,comodidad,
.,PUNCT,PUNCT,O,.,No
Dormís,PROPN,PROPN,B,Dormís,No
en,ADP,ADP,O,en,No
una,DET,DET,O,uno,No
buena,Stop Word,ADJ,O,bueno,No
cama,,NOUN,O,cama,
",",PUNCT,PUNCT,O,",",No
tenés,,ADJ,O,tenés,
tu,DET,DET,O,tu,No
propio,DET,DET,O,propio,No
baño,,NOUN,O,bañar,
con,ADP,ADP,O,con,No
agua,,NOUN,O,aguar,
caliente,,ADJ,O,calentar,
dentro,ADV,ADV,O,dentro,No
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
carpa,,NOUN,O,carpir,
y,CONJ,CONJ,O,y,No
sobre,ADP,ADP,O,sobrar,No
todo,PRON,PRON,O,todo,No
la,DET,DET,O,lo,No
gran,Stop Word,ADJ,O,gran,No
ventaja,,NOUN,O,ventaja,
de,ADP,ADP,O,de,No
no,ADV,ADV,O,no,No
tener,AUX,AUX,O,tener,No
que,SCONJ,SCONJ,O,que,No
armar,,VERB,O,armar,
y,CONJ,CONJ,O,y,No
desarmar,,VERB,O,desarmar,
todo,PRON,PRON,O,todo,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
agrega,,VERB,O,agregar,
.,PUNCT,PUNCT,O,.,No
Pero,CONJ,CONJ,B,Pero,No
esta,DET,DET,I,este,No
versión,Name Entity,NOUN,I,versión,No
de,ADP,ADP,I,de,No
camping,Name Entity,NOUN,I,camping,No
2,NUM,NUM,I,2,No
.,PUNCT,PUNCT,O,.,No
0,NUM,NUM,O,0,No
es,AUX,AUX,O,ser,No
aún,ADV,ADV,O,aun,No
más,ADV,ADV,O,más,No
que,SCONJ,SCONJ,O,que,No
una,DET,DET,O,uno,No
carpa,,NOUN,O,carpir,
prearmada,,ADJ,O,prearmado,
a,ADP,ADP,O,a,No
la,DET,DET,O,lo,No
que,PRON,PRON,O,que,No
le,PRON,PRON,O,le,No
han,AUX,AUX,O,haber,No
agregado,,VERB,O,agregar,
una,DET,DET,O,uno,No
cama,,NOUN,O,cama,
king,,ADJ,O,king,
size,,NOUN,O,size,
o,CONJ,CONJ,O,o,No
un,DET,DET,O,uno,No
baño,,NOUN,O,bañar,
con,ADP,ADP,O,con,No
ducha,,NOUN,O,duchar,
caliente,,ADJ,O,calentar,
.,PUNCT,PUNCT,O,.,No
Los,DET,DET,B,Los,No
amenities,Name Entity,NOUN,I,amenities,No
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
encuentran,,VERB,O,encontrar,
en,ADP,ADP,O,en,No
los,DET,DET,O,lo,No
lugares,,NOUN,O,lugar,
de,ADP,ADP,O,de,No
glamping,,NOUN,O,glamping,
exceden,,VERB,O,exceder,
cualquier,DET,DET,O,cualquiera,No
experiencia,,NOUN,O,experiencia,
de,ADP,ADP,O,de,No
camping,,NOUN,O,camping,
tradicional,,ADJ,O,tradicional,
.,PUNCT,PUNCT,O,.,No
Y,CONJ,CONJ,O,Y,No
por,ADP,ADP,O,por,No
supuesto,Stop Word,NOUN,O,suponer,No
abundan,,VERB,O,abundar,
los,DET,DET,O,lo,No
detalles,,NOUN,O,detalle,
ideados,,ADJ,O,idear,
para,ADP,ADP,O,parir,No
generar,,VERB,O,generar,
una,DET,DET,O,uno,No
experiencia,,NOUN,O,experiencia,
única,,ADJ,O,único,
y,CONJ,CONJ,O,y,No
encantadora,,ADJ,O,encantador,
y,CONJ,CONJ,O,y,No
que,PRON,PRON,O,que,No
van,Stop Word,VERB,O,ir,No
desde,ADP,ADP,O,desde,No
cocinas,,NOUN,O,cocinar,
a,ADP,ADP,O,a,No
leña,,VERB,O,leña,
",",PUNCT,PUNCT,O,",",No
un,DET,DET,O,uno,No
sin,ADP,ADP,O,sin,No
fin,Stop Word,NOUN,O,fin,No
de,ADP,ADP,O,de,No
velas,,NOUN,O,velar,
",",PUNCT,PUNCT,O,",",No
portavelas,,NOUN,O,portavelas,
y,CONJ,CONJ,O,y,No
candelabros,,NOUN,O,candelabro,
",",PUNCT,PUNCT,O,",",No
los,DET,DET,O,lo,No
muy,ADV,ADV,O,muy,No
anglosajones,,NOUN,O,anglosajón,
pinches,,ADJ,O,pinche,
para,ADP,ADP,O,parir,No
calentar,,VERB,O,calentar,
malvaviscos,,ADJ,O,malvavisco,
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
fogata,,NOUN,O,fogata,
",",PUNCT,PUNCT,O,",",No
muchos,DET,DET,O,mucho,No
adornos,,NOUN,O,adorno,
con,ADP,ADP,O,con,No
las,DET,DET,O,los,No
típicas,,ADJ,O,típico,
estampas,,NOUN,O,estampar,
florales,,ADJ,O,floral,
al,ADP,ADP,O,al,No
estilo,,NOUN,O,estilar,
Cath,PROPN,PROPN,B,Cath,No
Kidston,PROPN,PROPN,I,Kidston,No
sin,ADP,ADP,O,sin,No
olvidarnos,,NOUN,O,olvidarnos,
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
tazas,,NOUN,O,taza,
y,CONJ,CONJ,O,y,No
platos,,NOUN,O,plato,
de,ADP,ADP,O,de,No
melamina,,NOUN,O,melamina,
o,CONJ,CONJ,O,o,No
los,DET,DET,O,lo,No
infaltables,,ADJ,O,infaltables,
huevos,,NOUN,O,huevo,
frescos,,ADJ,O,fresco,
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
van,AUX,AUX,O,ir,No
a,ADP,ADP,O,a,No
buscar,,VERB,O,buscar,
al,ADP,ADP,O,al,No
gallinero,,NOUN,O,gallinero,
por,ADP,ADP,O,por,No
la,DET,DET,O,lo,No
mañana,,NOUN,O,mañana,
.,PUNCT,PUNCT,O,.,No
Hoy,ADV,ADV,B,Hoy,No
",",PUNCT,PUNCT,I,",",No
Brexit,PROPN,PROPN,I,Brexit,No
y,CONJ,CONJ,I,y,No
una,DET,DET,I,uno,No
libra,Name Entity,NOUN,I,librar,No
más,ADV,ADV,I,más,No
débil,Name Entity,ADJ,I,débil,No
",",PUNCT,PUNCT,O,",",No
han,AUX,AUX,O,haber,No
dado,Stop Word,VERB,O,dar,No
lugar,Stop Word,NOUN,O,lugar,No
a,ADP,ADP,O,a,No
que,SCONJ,SCONJ,O,que,No
este,DET,DET,O,este,No
año,,NOUN,O,año,
se,PRON,PRON,O,se,No
estime,,VERB,O,estimar,
-,PUNCT,PUNCT,O,-,No
según,ADP,ADP,O,según,No
cifras,,NOUN,O,cifrar,
oficiales,,ADJ,O,oficial,
-,PUNCT,PUNCT,O,-,No
un,DET,DET,O,uno,No
record,,NOUN,O,record,
de,ADP,ADP,O,de,No
7,NUM,NUM,O,7,No
.,PUNCT,PUNCT,O,.,No
3,NUM,NUM,O,3,No
millones,,NOUN,O,millón,
de,ADP,ADP,O,de,No
personas,,NOUN,O,personar,
veraneando,,VERB,O,veranear,
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
isla,,NOUN,O,isla,
",",PUNCT,PUNCT,O,",",No
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
cuales,PRON,PRON,O,cual,No
se,PRON,PRON,O,se,No
espera,,VERB,O,esperar,
que,SCONJ,SCONJ,O,que,No
al,ADP,ADP,O,al,No
menos,ADV,ADV,O,menos,No
5,NUM,NUM,O,5,No
.,PUNCT,PUNCT,O,.,No
4,NUM,NUM,O,4,No
millones,,NOUN,O,millón,
lo,PRON,PRON,O,el,No
hagan,AUX,AUX,O,hacer,No
durmiendo,,VERB,O,dormir,
bajo,ADP,ADP,O,bajar,No
las,DET,DET,O,los,No
estrellas,,NOUN,O,estrellar,
.,PUNCT,PUNCT,O,.,No
Para,ADP,ADP,B,Para,No
el,DET,DET,I,el,No
glampinero,Name Entity,NOUN,I,glampinero,No
es,AUX,AUX,O,ser,No
una,DET,DET,O,uno,No
alternativa,,NOUN,O,alternativo,
a,ADP,ADP,O,a,No
los,DET,DET,O,lo,No
viajes,,NOUN,O,viaje,
a,ADP,ADP,O,a,No
Europa,PROPN,PROPN,B,Europa,No
Continental,PROPN,PROPN,B,Continental,No
",",PUNCT,PUNCT,O,",",No
describe,,VERB,O,describir,
una,DET,DET,O,uno,No
reciente,,ADJ,O,recentar,
investigación,,NOUN,O,investigación,
de,ADP,ADP,O,de,No
Pragma,PROPN,PROPN,B,Pragma,No
.,PUNCT,PUNCT,I,.,No
Una,DET,DET,O,Una,No
muy,ADV,ADV,O,muy,No
buena,Stop Word,ADJ,O,bueno,No
opción,,NOUN,O,opción,
para,ADP,ADP,O,parir,No
esta,DET,DET,O,este,No
conspicua,,NOUN,O,conspicuo,
franja,,NOUN,O,franja,
de,ADP,ADP,O,de,No
veraneantes,,NOUN,O,veraneante,
en,ADP,ADP,O,en,No
busca,,NOUN,O,buscar,
de,ADP,ADP,O,de,No
experiencias,,NOUN,O,experiencia,
auténticas,,ADJ,O,auténtico,
y,CONJ,CONJ,O,y,No
tiempos,,NOUN,O,tiempo,
de,ADP,ADP,O,de,No
viaje,,NOUN,O,viajar,
cortos,,ADJ,O,corto,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Un,DET,DET,O,Un,No
aspecto,,NOUN,O,aspecto,
interesante,,ADJ,O,interesante,
del,ADP,ADP,O,del,No
glamping,,NOUN,O,glamping,
es,AUX,AUX,O,ser,No
que,SCONJ,SCONJ,O,que,No
está,AUX,AUX,O,estar,No
atrayendo,,VERB,O,atraer,
a,ADP,ADP,O,a,No
un,DET,DET,O,uno,No
nuevo,Stop Word,ADJ,O,nuevo,No
grupo,,NOUN,O,grupo,
de,ADP,ADP,O,de,No
personas,,NOUN,O,personar,
a,ADP,ADP,O,a,No
vacacionar,,VERB,O,vacacionar,
al,ADP,ADP,O,al,No
aire,,NOUN,O,aire,
libre,,ADJ,O,librar,
",",PUNCT,PUNCT,O,",",No
gente,,NOUN,O,gente,
que,PRON,PRON,O,que,No
nunca,ADV,ADV,O,nunca,No
antes,ADV,ADV,O,antes,No
consideró,Stop Word,VERB,O,considerar,No
el,DET,DET,O,el,No
camping,,NOUN,O,camping,
tradicional,,ADJ,O,tradicional,
",",PUNCT,PUNCT,O,",",No
y,CONJ,CONJ,O,y,No
que,SCONJ,SCONJ,O,que,No
nunca,ADV,ADV,O,nunca,No
lo,PRON,PRON,O,el,No
hará,,VERB,O,hacer,
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
comenta,,VERB,O,comentar,
Sarah,PROPN,PROPN,B,Sarah,No
Riley,PROPN,PROPN,I,Riley,No
",",PUNCT,PUNCT,O,",",No
una,DET,DET,O,uno,No
experta,,NOUN,O,experto,
independiente,,ADJ,O,independiente,
del,ADP,ADP,O,del,No
glamping,,NOUN,O,glamping,
que,PRON,PRON,O,que,No
asesora,,VERB,O,asesorar,
a,ADP,ADP,O,a,No
aquellos,DET,DET,O,aquel,No
emprendedores,,NOUN,O,emprendedor,
que,PRON,PRON,O,que,No
quieren,,VERB,O,querer,
incursionar,,VERB,O,incursionar,
en,ADP,ADP,O,en,No
la,DET,DET,O,lo,No
industria,,NOUN,O,industriar,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
La,DET,DET,O,La,No
originalidad,,NOUN,O,originalidad,
de,ADP,ADP,O,de,No
la,DET,DET,O,lo,No
propuesta,,NOUN,O,proponer,
es,AUX,AUX,O,ser,No
fundamental,,ADJ,O,fundamental,
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
agrega,,VERB,O,agregar,
Riley,PROPN,PROPN,B,Riley,No
:,PUNCT,PUNCT,O,:,No
"""",PUNCT,PUNCT,O,"""",No
Es,AUX,AUX,O,Es,No
que,SCONJ,SCONJ,O,que,No
hay,AUX,AUX,O,haber,No
de,ADP,ADP,O,de,No
muchas,DET,DET,O,mucho,No
formas,,NOUN,O,formar,
",",PUNCT,PUNCT,O,",",No
desde,ADP,ADP,O,desde,No
carpas,,NOUN,O,carpir,
tipis,,VERB,O,tipis,
iguales,,ADJ,O,igualar,
a,ADP,ADP,O,a,No
las,DET,DET,O,los,No
que,PRON,PRON,O,que,No
tantas,DET,DET,O,tanto,No
veces,Stop Word,NOUN,O,vez,No
hemos,AUX,AUX,O,hemo,No
visto,,VERB,O,vestir,
en,ADP,ADP,O,en,No
las,DET,DET,O,los,No
películas,,NOUN,O,película,
americanas,,ADJ,O,americano,
de,ADP,ADP,O,de,No
cowboys,,NOUN,O,cowboy,
",",PUNCT,PUNCT,O,",",No
hasta,ADP,ADP,O,hasta,No
un,DET,DET,O,uno,No
Boing,PROPN,PROPN,B,Boing,No
767,NUM,NUM,I,767,No
retirado,,VERB,O,retirar,
como,SCONJ,SCONJ,O,comer,No
el,DET,DET,O,el,No
que,PRON,PRON,O,que,No
podemos,AUX,AUX,O,poder,No
encontrar,,VERB,O,encontrar,
en,ADP,ADP,O,en,No
Irlanda,PROPN,PROPN,B,Irlanda,No
.,PUNCT,PUNCT,O,.,No
Esto,PRON,PRON,B,Esto,No
es,AUX,AUX,O,ser,No
lo,DET,DET,O,el,No
que,PRON,PRON,O,que,No
entusiasma,,VERB,O,entusiasmar,
al,ADP,ADP,O,al,No
turista,,NOUN,O,turista,
de,ADP,ADP,O,de,No
glamping,,NOUN,O,glamping,
y,CONJ,CONJ,O,y,No
lo,DET,DET,O,el,No
que,PRON,PRON,O,que,No
hace,Stop Word,VERB,O,hacer,No
que,SCONJ,SCONJ,O,que,No
quiera,,VERB,O,querer,
volver,,VERB,O,volver,
por,ADP,ADP,O,por,No
más,ADV,ADV,O,más,No
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
Probablemente,ADV,ADV,O,Probablemente,No
el,DET,DET,O,el,No
más,ADV,ADV,O,más,No
extravagante,,ADJ,O,extravagante,
ejemplo,Stop Word,NOUN,O,ejemplo,No
de,ADP,ADP,O,de,No
glamping,,NOUN,O,glamping,
se,PRON,PRON,O,se,No
remonte,,VERB,O,remontar,
al,ADP,ADP,O,al,No
año,,NOUN,O,año,
1520,NUM,NUM,O,1520,No
cuando,SCONJ,SCONJ,O,cuando,No
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
norte,,NOUN,O,norte,
de,ADP,ADP,O,de,No
Francia,PROPN,PROPN,B,Francia,No
con,ADP,ADP,O,con,No
motivo,,NOUN,O,motivar,
del,ADP,ADP,O,del,No
encuentro,,NOUN,O,encontrar,
de,ADP,ADP,O,de,No
Los,DET,DET,B,Los,No
reyes,Name Entity,NOUN,I,rey,No
Enrique,PROPN,PROPN,I,Enrique,No
VIII,PROPN,PROPN,I,VIII,No
y,CONJ,CONJ,O,y,No
Francisco,PROPN,PROPN,B,Francisco,No
I,CONJ,CONJ,I,I,No
se,PRON,PRON,O,se,No
montaron,,VERB,O,montar,
cerca,ADV,ADV,O,cercar,No
de,ADP,ADP,O,de,No
3000,NUM,NUM,O,3000,No
tiendas,,NOUN,O,tienda,
con,ADP,ADP,O,con,No
fuentes,,NOUN,O,fuente,
de,ADP,ADP,O,de,No
las,DET,DET,O,los,No
que,PRON,PRON,O,que,No
salían,,VERB,O,salir,
a,ADP,ADP,O,a,No
borbotones,,NOUN,O,borbotón,
litros,,ADJ,O,litro,
y,CONJ,CONJ,O,y,No
litros,,NOUN,O,litro,
de,ADP,ADP,O,de,No
incitante,ADV,ADV,O,incitante,No
vino,,NOUN,O,venir,
francés,,ADJ,O,francés,
.,PUNCT,PUNCT,O,.,No
Garri,PROPN,PROPN,B,Garri,No
Rayner,PROPN,PROPN,I,Rayner,No
",",PUNCT,PUNCT,O,",",No
fundador,,NOUN,O,fundador,
de,ADP,ADP,O,de,No
goglamping.net,,NOUN,O,goglamping.net,
.,PUNCT,PUNCT,O,.,No
cuenta,Stop Word,VERB,O,contar,No
que,SCONJ,SCONJ,O,que,No
este,DET,DET,O,este,No
estilo,,NOUN,O,estilar,
de,ADP,ADP,O,de,No
turismo,,NOUN,O,turismo,
fue,AUX,AUX,O,ser,No
creciendo,,VERB,O,crecer,
en,ADP,ADP,O,en,No
popularidad,,NOUN,O,popularidad,
a,ADP,ADP,O,a,No
la,DET,DET,O,lo,No
par,,NOUN,O,par,
de,ADP,ADP,O,de,No
los,DET,DET,O,lo,No
diversos,DET,DET,O,diverso,No
festivales,,NOUN,O,festival,
de,ADP,ADP,O,de,No
música,,NOUN,O,músico,
que,PRON,PRON,O,que,No
son,AUX,AUX,O,ser,No
tan,ADV,ADV,O,tan,No
célebres,,ADJ,O,célebre,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
verano,,NOUN,O,verano,
británico,,ADJ,O,británico,
",",PUNCT,PUNCT,O,",",No
en,ADP,ADP,O,en,No
los,DET,DET,O,lo,No
que,PRON,PRON,O,que,No
se,PRON,PRON,O,se,No
suele,AUX,AUX,O,soler,No
pernoctar,,VERB,O,pernoctar,
y,CONJ,CONJ,O,y,No
que,SCONJ,SCONJ,O,que,No
ahora,ADV,ADV,O,ahora,No
ofrecen,,VERB,O,ofrecer,
su,DET,DET,O,su,No
versión,,NOUN,O,versión,
de,ADP,ADP,O,de,No
"""",PUNCT,PUNCT,O,"""",No
camping,,NOUN,O,camping,
boutique,,NOUN,O,boutique,
"""",PUNCT,PUNCT,O,"""",No
.,PUNCT,PUNCT,O,.,No
Es,AUX,AUX,O,Es,No
el,DET,DET,O,el,No
caso,,NOUN,O,casar,
de,ADP,ADP,O,de,No
María,PROPN,PROPN,B,María,No
Códega,PROPN,PROPN,I,Códega,No
",",PUNCT,PUNCT,O,",",No
una,DET,DET,O,uno,No
ingeniera,,NOUN,O,ingeniero,
industrial,,ADJ,O,industrial,
de,ADP,ADP,O,de,No
36,NUM,NUM,O,36,No
años,,NOUN,O,año,
que,PRON,PRON,O,que,No
ya,ADV,ADV,O,ya,No
ha,AUX,AUX,O,haber,No
ido,,VERB,O,ir,
tres,NUM,NUM,O,tres,No
veces,Stop Word,NOUN,O,vez,No
consecutivas,,ADJ,O,consecutivo,
a,ADP,ADP,O,a,No
Glastonbury,PROPN,PROPN,B,Glastonbury,No
y,CONJ,CONJ,O,y,No
que,PRON,PRON,O,que,No
finalmente,ADV,ADV,O,finalmente,No
optó,,VERB,O,optar,
por,ADP,ADP,O,por,No
la,DET,DET,O,lo,No
versión,,NOUN,O,versión,
motorhome,,ADJ,O,motorhome,
.,PUNCT,PUNCT,O,.,No
El,DET,DET,B,El,No
concepto,Name Entity,NOUN,I,concepto,No
de,ADP,ADP,I,de,No
Glamping,PROPN,PROPN,I,Glamping,No
comenzó,,VERB,O,comenzar,
a,ADP,ADP,O,a,No
utilizarse,,NOUN,O,utilizarse,
en,ADP,ADP,O,en,No
el,DET,DET,O,el,No
Reino,PROPN,PROPN,O,Reino,No
Unido,PROPN,PROPN,O,Unido,No
aproximadamente,ADV,ADV,O,aproximadamente,No
en,ADP,ADP,O,en,No
2005,,NOUN,O,2005,
.,PUNCT,PUNCT,O,.,No
Y,CONJ,CONJ,O,Y,No
es,AUX,AUX,O,ser,No
muy,ADV,ADV,O,muy,No
notable,,ADJ,O,notable,
que,SCONJ,SCONJ,O,que,No
la,DET,DET,O,lo,No
palabra,,NOUN,O,palabra,
glamour,,NOUN,O,glamour,
sea,AUX,AUX,O,ser,No
un,DET,DET,O,uno,No
anglicismo,,NOUN,O,anglicismo,
que,PRON,PRON,O,que,No
originalmente,ADV,ADV,O,originalmente,No
refería,,VERB,O,referir,
a,ADP,ADP,O,a,No
un,DET,DET,O,uno,No
hechizo,,NOUN,O,hechizar,
mágico,,ADJ,O,mágico,
que,PRON,PRON,O,que,No
afectaba,,VERB,O,afectar,
la,DET,DET,O,lo,No
percepción,,NOUN,O,percepción,
visual,,ADJ,O,visual,
de,ADP,ADP,O,de,No
una,DET,DET,O,uno,No
persona,,NOUN,O,personar,
u,CONJ,CONJ,O,u,No
objeto,,NOUN,O,objetar,
",",PUNCT,PUNCT,O,",",No
siendo,AUX,AUX,O,ser,No
estos,DET,DET,O,este,No
percibidos,,ADJ,O,percibir,
de,ADP,ADP,O,de,No
una,DET,DET,O,uno,No
manera,Stop Word,NOUN,O,manera,No
diferente,Stop Word,ADJ,O,diferente,No
y,CONJ,CONJ,O,y,No
atractiva,,ADJ,O,atractivo,
.,PUNCT,PUNCT,O,.,No
Tal,Name Entity,NOUN,B,Tal,No
vez,Stop Word,NOUN,I,vez,No
la,DET,DET,I,lo,No
simple,Name Entity,ADJ,I,simple,No
vinculación,Name Entity,NOUN,I,vinculación,No
de,ADP,ADP,O,de,No
"""",PUNCT,PUNCT,O,"""",No
camping,,NOUN,O,camping,
"""",PUNCT,PUNCT,O,"""",No
y,CONJ,CONJ,O,y,No
"""",PUNCT,PUNCT,O,"""",No
glamour,,ADJ,O,glamour,
"""",PUNCT,PUNCT,O,"""",No
fue,AUX,AUX,O,ser,No
creada,,VERB,O,crear,
para,ADP,ADP,O,parir,No
atraer,,VERB,O,atraer,
a,ADP,ADP,O,a,No
más,ADV,ADV,O,más,No
británicos,,ADJ,O,británico,
a,ADP,ADP,O,a,No
acercarse,,NOUN,O,acercarse,
a,ADP,ADP,O,a,No
la,DET,DET,O,lo,No
naturaleza,,NOUN,O,naturaleza,
durante,ADP,ADP,O,durante,No
todo,DET,DET,O,todo,No
el,DET,DET,O,el,No
año,,NOUN,O,año,
.,PUNCT,PUNCT,O,.,No
O,CONJ,CONJ,O,O,No
tal,Stop Word,NOUN,O,tal,No
vez,Stop Word,NOUN,O,vez,No
remita,,VERB,O,remitir,
a,ADP,ADP,O,a,No
cierta,DET,DET,O,cierto,No
nostalgia,,NOUN,O,nostalgia,
por,ADP,ADP,O,por,No
los,DET,DET,O,lo,No
hábitos,,NOUN,O,hábito,
del,ADP,ADP,O,del,No
viejo,,ADJ,O,viejo,
Imperio,PROPN,PROPN,B,Imperio,No
.,PUNCT,PUNCT,O,.,No
De,ADP,ADP,O,De,No
cualquier,DET,DET,O,cualquiera,No
manera,Stop Word,NOUN,O,manera,No
",",PUNCT,PUNCT,O,",",No
un,DET,DET,O,uno,No
gran,Stop Word,ADJ,O,gran,No
éxito,,NOUN,O,éxito,
del,ADP,ADP,O,del,No
país,,NOUN,O,país,
de,ADP,ADP,O,de,No
los,DET,DET,O,lo,No
inventores,,NOUN,O,inventor,
del,ADP,ADP,O,del,No
marketing,,NOUN,O,marketing,
para,ADP,ADP,O,parir,No
esta,DET,DET,O,este,No
nueva,Stop Word,ADJ,O,nuevo,No
industria,,NOUN,O,industriar,
multimillonaria,,ADJ,O,multimillonario,
que,PRON,PRON,O,que,No
logró,,VERB,O,lograr,
transformar,,VERB,O,transformar,
el,DET,DET,O,el,No
camping,,NOUN,O,camping,
con,ADP,ADP,O,con,No
altas,,ADJ,O,alto,
probabilidades,,NOUN,O,probabilidad,
de,ADP,ADP,O,de,No
lluvia,,NOUN,O,lluvia,
en,ADP,ADP,O,en,No
algo,PRON,PRON,O,algo,No
atractivo,,ADJ,O,atractivo,
.,PUNCT,PUNCT,O,.,No
"""",PUNCT,PUNCT,O,"""",No
ARTICLE0013,INTJ,INTJ,B,ARTICLE0013,No
",",PUNCT,PUNCT,O,",",No
"""",PUNCT,PUNCT,O,"""",No
Populismo,PROPN,PROPN,B,Populismo,No
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
la,DET,DET,O,lo,No
palabra,,NOUN,O,palabra,
del,ADP,ADP,O,del,No
año,,NOUN,O,año,
"""",PUNCT,PUNCT,O,"""",No
",",PUNCT,PUNCT,O,",",No
"""",PUNCT,PUNCT,O,"""",No
El,DET,DET,O,El,No
triunfo,,NOUN,O,triunfar,
de,ADP,ADP,O,de,No
Donald,PROPN,PROPN,B,Donald,No
Trump,PROPN,PROPN,I,Trump,No
en,ADP,ADP,O,en,No
los,DET,DET,B,lo,No
Estados,PROPN,PROPN,I,Estados,No
Unidos,PROPN,PROPN,I,Unidos,No
impulsó,,VERB,O,impulsar,
el,DET,DET,O,el,No
debate,,NOUN,O,debatir,
acerca,ADV,ADV,O,acercar,No
del,ADP,ADP,O,del,No
populismo,,NOUN,O,populismo,
en,ADP,ADP,O,en,No
su,DET,DET,O,su,No
país,,NOUN,O,país,
Fuente,PROPN,PROPN,B,Fuente,No
:,PUNCT,PUNCT,I,:,No
Reuters,PROPN,PROPN,I,Reuters,No
-,PUNCT,PUNCT,I,-,No
Crédito,Name Entity,NOUN,I,Crédito,No
:,PUNCT,PUNCT,I,:,No
Jonathan,PROPN,PROPN,I,Jonathan,No
Ernst,PROPN,PROPN,I,Ernst,No
Fue,AUX,AUX,O,Fue,No
la,DET,DET,O,lo,No
elegida,,ADJ,O,elegir,
por,ADP,ADP,O,por,No
la,DET,DET,O,lo,No
Fundación,PROPN,PROPN,B,Fundación,No
del,ADP,ADP,I,del,No
Español,PROPN,PROPN,I,Español,No
Urgente,PROPN,PROPN,I,Urgente,No
como,SCONJ,SCONJ,O,comer,No
el,DET,DET,O,el,No
término,,NOUN,O,término,
que,PRON,PRON,O,que,No
marcó,,VERB,O,marcar,
la,DET,DET,O,lo,No
actualidad,,NOUN,O,actualidad,
informativa,,ADJ,O,informativo,
de,ADP,ADP,O,de,No
2016,,NOUN,O,2016,
",",PUNCT,PUNCT,O,",",No
gracias,,NOUN,O,gracia,
al,ADP,ADP,O,al,No
triunfo,,NOUN,O,triunfar,
de,ADP,ADP,O,de,No
Donald,PROPN,PROPN,B,Donald,No
Trump,PROPN,PROPN,I,Trump,No
y,CONJ,CONJ,O,y,No
el,DET,DET,O,el,No
Brexit,PROPN,PROPN,B,Brexit,No
"""",PUNCT,PUNCT,I,"""",No
Populismo,PROPN,PROPN,I,Populismo,No
"""",PUNCT,PUNCT,O,"""",No
es,AUX,AUX,O,ser,No
la,DET,DET,O,lo,No
palabra,,NOUN,O,palabra,
de,ADP,ADP,O,de,No
2016,,NOUN,O,2016,
para,ADP,ADP,O,parir,No
la,DET,DET,O,lo,No
Fundación,PROPN,PROPN,B,Fundación,No
del,ADP,ADP,I,del,No
Español,PROPN,PROPN,I,Español,No
Urgente,PROPN,PROPN,I,Urgente,No
",",PUNCT,PUNCT,O,",",No
promovida,,ADJ,O,promover,
por,ADP,ADP,O,por,No
la,DET,DET,O,lo,No
Agencia,PROPN,PROPN,B,Agencia,No
EFE,PROPN,PROPN,I,EFE,No
y,CONJ,CONJ,O,y,No
BBVA,PROPN,PROPN,B,BBVA,No
.,PUNCT,PUNCT,O,.,No
Por,ADP,ADP,B,Por,No
